review,sentiment
"I saw the premier of this movie during the 2005 Phoenix Film Festival and was very impressed with the skill Director, Jeff Hare, exhibited in bringing this timely topic to the screen. The cast of characters meshed perfectly and allowed us to examine the issue of a senior wishing to die on ""his own terms"" in a very warm and humorous way. Peter Falk was brilliant as Morris and the supporting group of family members and friends were perfectly cast in their roles. The interaction of the family, friends and outsiders with Morris created a realistic view of how families address the issue of their parents aging and their wishes to die with dignity.<br /><br />Although this movie is ostensibly a movie about a Jewish Actor and his family, it is truly a movie about all families. The jokes the family and Morris crack during this romp through the life of a ""Force of Nature"" are fresh and realistic. Childhood rivalries, adult successes and failures, and hope for the children are integral to this screenplay. While many will question how you can make the topic of suicide ""humorous"", I thought the treatment logical and timely. If you are not afraid to shed a few tears or laugh at the quips of a family struggling with this issue, then you MUST SEE THIS MOVIE.<br /><br />The movie was awarded ""Best Picture"" at the Phoenix Film Festival.",positive
"The 60´s is a well balanced mini series between historical facts and a good plot. In four deliveries, we follow a north American family, with 3 members. But we don't only see them. We also follow the story of several characters as a black reverend, an extremist student leader, and a soldier in Vietnam. The filmography is just extraordinary. In the first chapters, we see some shots of the Vietnam war, in between the scenes. The next chapter, doesn't start where the last one finished, it starts some time after, giving us a little mystery on what happened. In general, The 60´s mini series, is a must see, not only for hippies fanatics, but for everyone with little curiosity about the topic.",positive
"Emma is a horribly flawed film based on Jane Austens classic novel. I have not read the book so I really didn't know that much about the plot, and yet I still predicted nearly the entire plot. There were also many scenes that frustrated me because of the bad writing or directing. The film is though for some reason very entertaining and I loved it. Of course there were all the scenes I disliked but the majority was well acted and funny. Gwyneth Paltrow gives one of her best performances as the heroine in Emma. The film also stars Toni Collette(Who has okay but has been much better) Ewan Mecgreger(Who has also been better but he is still very good here) Alan Cumming(Who I have never really been impressed with and is pretty much the same here) and Jeremy Northam(Who's performance is rather wooden at first look but actually fairly subtle, even if that was not what it needed) There have been much better adaptations of Jane Austen books but this one is still very entertaining and worth watching.",positive
"First, what is really great about this movie: <br /><br />- Ryan Reynolds, great acting! There are very few actors I really like and for now he is one of them. He has an amazing skill to impersonate characters. <br /><br />- The soundtrack! Very good music played at the right time. <br /><br />- The idea of a nine lost in his own world, incapable of leaving. <br /><br />Still, I give it only a 3 out of 10 for certain flaws: <br /><br />- Horrible second part. It seems that the director was very eager to make something new, but despite of the efforts it was really boring <br /><br />- Very annoying character Melissa. I couldn't stand the scenes with her - i.e. it was constantly annoying. She represents everything that is wrong with American woman. <br /><br />- Terrible explanation of the numbers. The director was so busy with character development, that he completely missed the point of a good story.. excuse me koalas? brr... terrible!<br /><br />This movie had great potential. The filming is nicely done, the music is really good, but nothing more.<br /><br />See it only if you are a fan of Ryan Reynolds, or have a lot of time to spare.",negative
"Sitting in a big wing chair with a huge book in his lap, the one and only Bela Lugosi looks into the camera and, in a dreadful vocal delivery that sounds as if he were mocking a reading of Shakespeare, intones sloooow-ly: ""Man's constant groping of things unknown, drawing from the endless reaches of time, brings to light many startling things; (snicker); startling?, because they seem new (Lugosi's eyes now bulging, with raised eyebrows, and mouth sneering, he continues) but most are not new, the signs of the ages"" (cue a visual of lightening, accompanied by the sound of thunder which then continues to rumble for an astonishing 86 seconds).<br /><br />And so begins what is arguably the worst film ever made. This ""movie"" almost defies description. Told in semi-docudrama style with an unseen narrator explaining the plot ... such as it is ... the story revolves around the vicissitudes of a man named Glen (Ed Wood, Jr.) who cross-dresses; hence the reference to Glenda. The film has no real structure. Instead, it consists mostly of a random assortment of vignettes that may ... or may not ... relate to Glen or to the cross-dressing motif. One long sequence consists of some unknown woman wriggling on a sofa, followed by a man whipping a woman in what we would today refer to as S&M.<br /><br />Then, at odd moments Bela reappears, for no apparent reason, and babbles more inane dialogue, like: ""When he's wrong because he does right, and when he's right because he does wrong; pull the string, dance to that."" Huh?<br /><br />About twenty percent of the film's visuals consist of stock footage, accompanied by a VO that relates to the story motif but not the visuals. Hence, we see stock footage of: bustling city streets, freeway traffic, a thunderous herd of buffalo, and a playground full of kids. But it gets worse. In a film about cross-dressing, we have 58 consecutive seconds of stock footage of a foundry furnace making hot steel, and 84 consecutive seconds of battle scenes from WWII.<br /><br />Even the simplest items are botched. In one scene we see a newspaper headline that reads ""Man Nabbed Dressed as Girl"". Underneath the headline, which has clearly been glued or pasted on, the article is about ... taxes. In one of my favorite scenes, an off-screen woman spouts out: ""airplanes, why it's against the creator's will"", in a voice that sounds like she's just inhaled helium.<br /><br />Except for the performance of Lyle Talbot, the acting is uniformly horrendous. Production design is cheap looking and drab; (but you gotta love that tacky wallpaper). The editing is sloppy. Most of the background music is suitable only for 1950 style elevators. The B&W cinematography has way too much contrast. And the costumes look like something that came from a thrift store.<br /><br />This film is so bad it makes ""Plan 9 From Outer Space"" look like ""Citizen Kane"", by comparison. I just don't know how one could make a film any worse than Ed Wood's ""Glen Or Glenda"". But thankfully, it's got Bela Lugosi in it. Every time he opened his mouth, and gazed into the camera with those big, bulging eyes, I about fell on the floor laughing.",negative
"I usually like hongkong - martial arts - fantasy movies but I hated this one. Once Upon A Time In China, Shogun Assassin, A Chinese Ghost Story and even Big Trouble In Little China are my favorites but this film sucked! Too much fancy tricks and stupid story.<br /><br />4/10",negative
"Bottom-of-the-barrel stinker is so bad it's beyond funny. The ""plot"" is about an American mercenary, played by Reb Brown (in the film he's called a ""military adviser"" but it's not really clear if he's in the American military or not), helping the army of a Latin-American country fight guerrillas who winds up joining the guerrillas when the government turns on him, imprisons and tortures him. Shannon Tweed is a ""sports equipment saleswoman"" he picks up in a bar who gets caught up in all the intrigue. That description actually makes the movie sound better than it is, because it's really a stinker of almost Biblical proportions. How bad is it? Well, Shannon Tweed turns in the movie's most professional acting job. If that isn't an indication of just what a 12th-rate piece of junk this turkey is, nothing is From mismatched sound effects to a music score that sounds like it's from a 1940s ""Z""-grade horror flick (and may very well be) to the same footage (i.e., armored personnel carriers going down the same jungle trail) reused constantly to some of the most ineptly staged ""action"" scenes in recent memory, this laugh-a-minute sludgefest has to be seen to be disbelieved. Tweed looks bored, Brown looks hung over, and by the time this thing is finished--if you can last that long; I couldn't--you'll know just how they feel.<br /><br />Although there are a lot of explosions and gunfights, this can't be considered an ""action"" picture by any stretch of the imagination. It's boring (there's a scene in the back of a truck where everybody just stares at each other for three or four minutes), repetitive (the same ""rebels"" and ""soldiers"" being killed over and over), illogical (when a group of rebels is caught in an open field by a government helicopter gunship, instead of breaking for cover they just stand there staring up at it), inept (soldiers and rebels falling ""dead"" when no gunshots are heard, a gun battle inside a house where combatants standing against walls are machine-gunned but miraculously the walls escape undamaged) predictable (when the ""Governor"" says to offer a reward for Brown's capture because ""someone"" might turn him in, you know exactly who that ""someone"" will be, and it turns out to be exactly who you thought it was) and just downright stupid (pretty much everything else in the picture). Inept, brainless and stupid beyond belief. Don't waste your time.",negative
"Here's a real weirdo for you. It starts out with another take-off on the PSYCHO shower scene, on campus, then gets crazier when several coeds and their doofy boyfriends head south for Spring Break. The trouble starts when they drive into the redneck county ruled by homicidal Sheriff Dean. One of the college cuties wanders into the woods, witnesses a murder by the sheriff and has her head blown open. Then it's lets-rip-off MACON COUNTY LINE-time as Dean stalks, traps and slaughters the witless witnesses one by one. Tony March is on-target as the evil, shotgun-happy Dean. The movie's overall tone is truly disturbing. The ending is so abrupt you almost think the director ran out of film; it's also a study in despair. SHALLOW GRAVE is a must for misanthropes, misogynists and nihilists the world over.",positive
"This movie could have been an impressing epic, but the makers seem to have done their utmost to make it appear foolish. Even God Himself is not spared in this movie, in that His words are drenched with childish jokes. The result is blasphemous and annoying. Only people who don't care to see a cheap parody on the biblical story may perhaps watch this film without embarrassment. The makers of this tasteless production should see 'Il Vangelo secondo Matteo' (The Gospel according to Mathew), a film of Pier Paolo Pasolini, who shows that it is unnecessary to pervert the words of the Bible to make a good story; the most impressing result is obtained by a sincere rendering of the plain text itself.",negative
"""Don't Drink the Water"" is an unbelievably bad film. It's based on a 1966 Broadway play by Woody Allen. It stars Jackie Gleason, the comic genius behind ""The Honeymooners"". The director, Howard Morris, has appeared in several Mel Brooks comedies (Life Stinks, High Anxiety, Silent Movie)and has made a mark in animation (characters he has voiced include Gopher from ""Pooh"", Jughead (Archie)and Beetle Bailey) What went wrong?<br /><br />I think the problem is that the premise is played out too seriously to work effectively. Allen's original play was tongue-in-cheek, which is why it worked on Broadway and in Allen's 1994 remake. The screenplay by R.S. Allen and Harvey Bullock beats the premise to death and makes too many changes from the original play. Making Gleason's wife an airhead in this version when she was a headstrong woman in the original is just one example of why this doesn't work.<br /><br />The acting isn't much better. Gleason does the best he can with the material, but he can't save this. Gleason was a comic genius , but also a fine actor as he demonstrated in ""The Hustler"" and ""Soldier in the Rain"". His abrasive personality could have worked here, but the lousy script doesn't even give him a chance. Too bad. Estelle Parsons' airhead wife will drive you nuts after 20 minutes. See how soon it'll take for YOU to want to strangle her. That is also a shame because she is also a fine actress, having turned in two exceptional performances in ""Bonnie and Clyde"" and ""Rachel, Rachel"" None of the other actors do particularly well either.<br /><br />Woody Allen hated this film so much that he remade the film in 1994 with himself and Julie Kavner (Marge Simpson) in the leads. They manage to hit all the right notes and the film itself is a comic masterpiece. It's finally on video after a long battle over rights. Do go out and find that version. All the 1969 original is good for is clearing out unwanted guests who overstay their welcome.<br /><br />1/2* out of 4 stars",negative
"What can you say about this movie? It was not terrible, but it was not good! Two days earlier I had watched Lillies and that was one of the best Gay films I have ever seen. So this was not the best time to watch a mediocre Gay flick.<br /><br />The story was silly and the acting was OK. It was not bad enough to turn off, but it had some bad moments and some terrible stereotyping. It was not very well cast either.<br /><br />Would I recommend this movie? No you would be wasting your time and money. I don't understand why movies like these are made and who is funding them. Spend your time Watching Noah's Arc on Logo instead. I think this is where this movie was trying to go but never got there.",negative
"i actually thought this is a comedy and sat watching it expecting to laugh my ass off. pretty soon in became clear this is no comedy, or at least not a 'Jim Carrey type' one. what kept we watching was the characters - the movie starts with some pretty grim, troubled people, gathered together to try and fight one of their basic fears - fear of water, fear of swimming. we start to get bit by bit into their lives, witness their troubles, guess of their thoughts.<br /><br />actually i made it look much darker than it actually is, and besides the chain of events soon brings some light and hope to their lives.<br /><br />i probably wouldn't have watched the movie had i known its not a comedy but rather a drama, but i had good time, enjoyed the story and don't mind i spent about 90 minutes with it.<br /><br />many films treat the alienation between people in the western world, this movie shows how people can get together and help each other<br /><br />""and if in the light of dying day you meet her, don't let her pass you by and leave, don't loose her, she is your gift from the sun...""<br /><br />9/10<br /><br />peace and love",positive
"There is a certain genius behind this movie. I was laughing throughout. The scene in the phone sex office, discussing how love heals the doppelganger was a nice attempt at this genius/humor. Execution is poor, but you can see the writer's message and they do have some talent. The doppelganger split at the end was like... ""ok, wasn't quite expecting that but let's see what the movie has to say"". Certainly ridiculous, but a sweet idea and actually very coherent to the story in a strange way.<br /><br />Is the point of a movie to be logical or is it to be entertaining or communicate on an emotional level? i'm easily bored by many movies, but this one kept my interest throughout.<br /><br />I think the story may have some auto-biographical roots, but that's just a guess. Horribly bad, but good. I'm looking for other movies this person may have done (with more experience).",positive
"Before Stan Laurel became the smaller half of the all-time greatest comedy team, he laboured under contract to Broncho Billy Anderson in a series of cheapies, many of which were parodies of major Hollywood features. Most of Laurel's 'parody' films are only mildly funny, and even less funny for modern audiences who haven't seen the original movie which Laurel is parodying. Fortunately, 'Mud and Sand' lampoons a movie which is still well known: 'Blood and Sand', starring Rudolph Valentino. 'Blood and Sand' was released only nine weeks before this parody, giving you some idea of how quickly Broncho Billy's movies were ground out, edited and distributed.<br /><br />Various sources (including IMDb) state that Stan Laurel's character in this film is named Rhubarb Vaselino, with a final 'o'. I've screened a print of 'Mud and Sand' with the original titles (in Hobo type font), so I report that Laurel's role is actually cried Rhubarb Vaseline, with an 'e'. But I agree that 'Vaselino' is funnier. Laurel copies the elaborate sideburns which Valentino wore in 'Blood and Sand' (he should've made them longer!), and there's a parody of Valentino's dressing scene from that movie, which made female movie-goers swoon in 1922. A señorita named Carmen in the original film is parodied here as Caramel (a girl I'd like to sink my teeth into).<br /><br />This movie (like the original) apparently takes place in Spain, yet there's a Prohibition gag. Laurel uses a distinctive hat-tipping gesture here which could have become a trademark for him (like Hardy's distinctive necktie twiddle), but I've never spotted it in any other Laurel film. There's some amusing dialogue: Rhubarb Vaseline tells the other matadors to 'Save a bull for me.' When Vaseline becomes a successful toreador, a lackey tells him 'The bull is without, sir' ... which is funny, but I was disappointed that Laurel didn't reply 'Without WHAT?'.<br /><br />There's one funny moment here which almost certainly wasn't planned, when Vaseline shows up for the bullfighter auditions. Laurel swaggers into the bullring, and -- before you can say 'corrida querida' -- he tosses a bull over the fence, where it lands with a thump near the other auditioners. The bull is obviously a fake, but the gag is funny anyway ... and, aye, there's a title card with a joke about 'throwing the bull'. The serendipitous moment occurs when Laurel repeats the gag, and Vaseline slings a second bull over the fence. This one lands on its butt, and balances upright for just an instant before toppling. VERY funny! If somebody planned that gag in this quickie comedy, I salute the unknown gagsmith ... and the tech man who rigged the bull to land in that position. More likely it happened by luck, and the director and editor were smart enough to keep it in.<br /><br />During the silent era, whenever Hollywood made a big-budget feature film which was set anyplace where the people don't speak English, it was a common cinematic device to show a piece of text or an inscription in the local lingo, then dissolve to a shot of the same text in English. I was surprised that this low-budget comedy spent the money to copy that device here: we see a notice-board outside the corrida with a message in Spanish, then it dissolves to the same text in English. Unfortunately, the photography in this cheapo movie is so dark that the effect is wasted.<br /><br />The actresses in this movie are attractive ... including Broncho Billy's wife Leona Anderson and Stan Laurel's common-law wife Mae Dahlberg; the latter briefly does a pretty dance. (Mae had danced in Stan's vaudeville act.) I was surprised to spot Charlie Chaplin's half-brother Wheeler Dryden in a brief role, since Chaplin had nothing to do with this movie. In 'Mud and Sand', Laurel gives a funny performance that's quite unlike his later familiar Stanley character ... but this film is much less funny than his brilliant work with Oliver Hardy. My rating: just 3 out of 10. TRIVIA NOTE: Twenty-three years later, in Stan Laurel's very last American film -- 'The Bullfighters' (1945) -- he again played a Spanish bullfighter (with his Spanish voice post-dubbed). Coincidentally, that film used stock footage from 'Blood and Sand': not Valentino's movie, but the Tyrone Power remake. 'Mud and Sand' is funnier than 'The Bullfighters', but not much.",negative
"An excellent documentry. I personally remember this growing up in NYC in the early 80's. This movie is for anyone that wasn't around during that time period.This shows the one thing the African American Gay Underclass felt was solely theirs and the love and camadrie you see is real. The people are real and sadly few are still alive as this is being written. The balls are still held but not to the extent that they were in the the nineteen eighties. That time is gone forever. This is a good pre ""homo thug"" movie. When Queens were really proud to be extroverts. Goodbye to Storyville this is another era gone but greatly documented all hail film!",positive
"A lonely depressed French boy Mathieu (Jeremie Elkaim) on vacation in the summer, meets and falls in love with Cedric (the gorgeous Stephane Rideau). Quiet and slow this is a very frustrating movie. On one hand, I was absorbed by it and really felt for the two boys. On the other I was getting annoyed--the film constantly keeps flashing around from the past to the present with no rhyme or reason. It's very confusing and pointless. <br /><br />SPOILERS AHEAD!!!<br /><br />Also there are tons of plot holes--Mathieu, at one point, does something that ends him up in the hospital. What is it--we're never told! Then he breaks up with Cedric and tells everybody else he's living with him. Why? We're not told. Then he hooks up inexplicably with another guy at the end. Why? No explanation. It's clear Cedric loves Mathieu and Mathieu is living in the same town so... However it is a tribute to the film that you really care about the characters so much. If only things were explained!<br /><br />Elkaim as Mathieu is not good. He's tall, handsome and has a nice body--but he can't act. His idea of acting is sitting around with a blank look on his face--all the time. Rideau, on the other hand, is great. He's VERY handsome, has a very nice body and is one hell of an actor. Also he has an incredible sexual magnetism about him. There is full frontal male nudity, lots of kissing and a fairly explicit sex scene in the movie which is great--most movies shy away from showing male-male love scenes. This one doesn't and it helps to see how the characters care and feel for each other.<br /><br />So, a frustrating film but somewhat worth seeing--especially for Rideau's nude scenes--that is, if you like good-looking nude young men!<br /><br />",positive
"This is not an entirely bad movie. The plot (new house built next door seems to be haunted) is not bad, the mood is creepy enough, and the acting is okay. The big problem I had is that, being familiar with Lara Flynn Boyle (from Twin Peaks and other shows), I couldn't get over how different she looks with her apparently new, big lips. I kept staring at them. They look so out of place on her face! They make her look completely different (and not better).<br /><br />Mark-Paul Gosselaar, the actor who plays Kim the architect who designs and pours his heart and soul into the house, does a fine job. And Lara (as Col) is also quite good (but those lips!) as the owner of the house next door. Her husband, Walker (Colin Ferguson) is appropriately wooden. The various characters who live in the house were also fine. I particularly liked Pie (Charlotte Sullivan) and her husband, Buddy (Stephen Amell), the first people to move into the house. The attempt to involve us in the overall neighborhood vibe fails, unfortunately, as the other neighbors are not particularly likable.<br /><br />For some reason the director was unable to make the ""haunted"" house particularly ominous. Other movies (such as Amityville Horror, The Legend of Hell House) manage to achieve that spooky feel, but it just doesn't happen here. The closest is when Col paints a depiction of the house.<br /><br />Another thing that didn't work for me is the plot twist that occurs with Kim, the architect. Initially, he appears to be a victim of the house like the others (it has sucked him dry of inspiration), but later he seems to have joined forces with it in evil.<br /><br />Overall, not a bad movie for horror fans if you can take your eyes off those big lips!",negative
"I've read the other reviews and found some to be comparison of movie v real life (eg what it takes to get into music school), Britney Bashing, etc, etc. so let's focus on the movie and the message.<br /><br />I have rated this movie 7 out of 10 for the age range 8 to 14 years, and for a family movie. For the average adult male.... 2 out of 10.<br /><br />I like pop/rock music, i'm 45. I know of Britney Spears but never realised she actually sang Stronger until i read the credits and these reviews. I didn't recognise her poster on the wall so I was not worried about any 'self promotion'.<br /><br />I watch movies to be entertained. i don't care about casting, lighting, producers, directors, etc. What is the movie and does it entertain me.<br /><br />I watched this movie for the message. The world's greatest epidemic is low self-esteem (which is a whole other story) so watched with the message in mind, as that is an area of interest. The movie is light, bright and breezy, great for kids. I found the Texan twang began to fade throughout the movie and of course there are only so many ways to convey the give up/don't give up message, so yeh, it was a bit predictable. Great message though...should be more of them.<br /><br />This movie is a great family movie, but for a bloke watching by himself, get Hannibal.",positive
"Who were they kidding with this? There was just too much in this film that was hard to digest. Right from when Arjun (Ajay Devgan) unknowingly wishes death on his father to when he arrives in London with his uncle(played by Om Puri) only to abandon him minutes later. The only problem with that theory is that anybody who has ever passed through London Heathrow knows that such a fête would be impossible to pull off and especially not by an Indian. But the film problems do not end there, there's the issue of the two main leads (Salman Khan and Ajay Devgan) passing as rock-stars on the verge of achieving their dreams. I mean yeah we saw success come to Susan Boyle (a woman in the UK achieving her dreams after age 50) but that was a rare case. It was really hard for me to suspend my disbelief because I felt that the casting of Salman and Ajay was just ill-conceived. They would never cast Madhuri Dixit and Sridevi to play the same roles so why should we be forced to watch Ajay Devgan and Salman Khan (men well into their 40s) prance around desperately trying to hang on to their 20s? Let's not even talk about the most self-conscious actress on screen today, Asin. This is her second film (that I have seen) and she is just hopeless as an actress, so conscious of her looks that she only concerns herself with looking good and voguing for the camera rather than giving in a good acting performance. It's just hard to believe that she turned down all those other movie roles to star in this fluff and then be so fluffy as an actress, nothing to write home about at all. And to top all of that, the film just boringly dragged on. There's nothing special about it at all, trust me you will predict every clichéd thing that is going to happen in it.",negative
"What is supposed to be a simple generic mystery plot involving a dead philanthropist is, in fact, a head-ache inducing tale about a bunch of characters (the only big actor being Ginger Rogers, in a very early role) all trying to find the murderer among a small cast of residents in a posh apartment building. These characters range from utterly stupid to downright mean. As a cheap, low budget production, most of the action revolves around Rogers and her lead man (some guy, I don't care who he is 'cause he really sucked) talking about their various possibilities of solving the crime, while being constantly cut off by an absurd detective with his head in his butt. Honestly, I've never had a worse time watching an old b-rate movie of this type, and I've seen some real head-slappers.<br /><br />Oh, and the butler didn't do it, because there wasn't a butler. But pay attention to the guy who's closest to a butler. There ya go.<br /><br />--PolarisDiB",negative
"Excellent performance. There still are good actors around! Also great directing and photography. Very true to Shakespear, and a 'must' for all Shakespear fans. Macbeth (Jason Connery) moved me to tears with his final monolog (out brief candle, out)He gave the sphere of moral decay and dark forces a human face, which makes it the more interesting. Helen Baxendale is a very credible lady Macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl, but deadly in her taste for blood and evil. If you love death and decay, and Shakespears lyrics... this is the one.",positive
"The only real highlight in the movie is the death of the sniveling guy and the reaction of the surviving characters to it.<br /><br />In every other way, this film is a very lame rip-off of Jaws, Lake Placid, and Alligator, with a little bit of Godzilla (1998) thrown in.<br /><br />As is standard for a 1990's-style horror movie, the two non-starring females each take their clothes off at least once. The female lead doesn't, since she obviously has a better agent. <br /><br />The whole movie surrounds the filming of a really dumb extreme sport called blood surfing, in which surfers cut themselves and surf in shark-infested waters. In this film, a giant salt-water crocodile also happens to be in the area. People get eaten. The movie ends.<br /><br />I don't mind a bad horror movie, but I really hate a dull bad horror movie, which this definitely is.",negative
"the film itself is absolutely brilliant, its that buzz, that rush that makes you just want to go out, blow your wages and loose yourself. It's what the weekend is all about, its our sanitation where we can come together as one and be ourselves without a care in the world. The film is layered in depth and the dialogue in places is just spot on, especially with Jip. The characters themselves are instantly likable, one in particular is obviously dyers character and his views on what ""Star Wars"" is really about, genius.<br /><br />If ever you've got an hour to kill before going out, stick on this, you'll immediately feel yourself growing in confidence, definitely recommend it.",positive
"A gritty presentation of the decay of family values and human dignity in the wake of Soviet communism, Vasili Pichul's 1988 film Little Vera is a landmark film of modern Russian cinema. Pichul's brutal drama marks a strong departure from the images of sanitized idealism promoted in Soviet times (as in Aleksandrov's Circus), brashly moving the social chaos of his time into the public spotlight. A contemporary Ukrainian setting further intensifies the effect, first by the immediacy of the film to its time period, second by its utilization of a locale not only struggling for identity in lieu of a Soviet system, but also as a nation distinct from the Russian idiom that had dominated the U.S.S.R.<br /><br />Vera, the film's title character and protagonist, is a rebellious adolescent girl with a ""dysfunctional"" family including a hard-drinking father and a mother care-worn. Rejecting her would-be beau Andrei, Vera begins a destructive (and primarily sexual) relationship with a college student named Sergei. Despite her parents' dislike for the lazy Sergei, and despite Sergei's rude contempt for her parents, he moves into their cramped apartment. Tensions escalate until Vera's father drunkenly stabs Sergei. Vera must decide if she will stay loyal to her intolerable family by testifying her father acted in self-defense, or continue to support and defend the ever-detached Sergei. <br /><br />Unbearable in almost every imaginable way, Little Vera masterfully captures and communicates the inescapable void left in social life after the collapse of communism. The sexual aggressiveness of the film (it was the first film to show explicit sex) combined with the unrelenting presentation of social reality (a marked distinction from the socialist realism demanded by Stalin) effectively confronted the conditions of former-Soviet life. Most interesting, however, was public reception. While many wrote hate mail to the director and star, the film was wildly popular. Here the double-edged nature of ""film as social criticism"" emerges: if done correctly, the film will make the audience uncomfortable. Because no easy solution presents itself, some viewers will hate the film and filmmakers for ""bringing up"" the issue. Many films come to mind as somewhat comparable in this regard: Larry Clark's Kids, Harmony Korine's Gummo, even popular movie's such as John Hughes' Breakfast Club. <br /><br />I recommend this film to those viewers for whom the prospect of nearly two hours excruciating domestic conflict and social miasma is not overly daunting. The film is absolutely beautiful, and incredibly challenging. Despite the difficulties of watching the film, some moments within it are profoundly beautiful. Of course, the socio-historic and cultural significance of the film cannot be overlooked, and in fact operate as an even more assertive reason for watching this film.",positive
"Every once in a long while a movie will come along that will be so awful that I feel compelled to warn people. If I labor all my days and I can save but one soul from watching this movie, how great will be my joy.<br /><br />Where to begin my discussion of pain. For starters, there was a musical montage every five minutes. There was no character development. Every character was a stereotype. We had swearing guy, fat guy who eats donuts, goofy foreign guy, etc. The script felt as if it were being written as the movie was being shot. The production value was so incredibly low that it felt like I was watching a junior high video presentation. Have the directors, producers, etc. ever even seen a movie before? Halestorm is getting worse and worse with every new entry. The concept for this movie sounded so funny. How could you go wrong with Gary Coleman and a handful of somewhat legitimate actors. But trust me when I say this, things went wrong, VERY WRONG.",negative
"Just to save you money and time I will go ahead and tell you that this movie is absolutely not worth the match and gas it would take to burn it. Don't waste your time. As a matter-of-fact you would be better off forgetting you ever thought about watching it. I have seriously seen better B movies in a language that I can't understand. Who ever gave permission for this to be made needs to be sewed. The only positive thing I can say for this movie is that with a new script and the right director and actors it could be a great story. Let me break it down; A virgin gets pregnant by a demon, the baby while inside her womb wants to feed on people. They try to make up for the fact that this is possibly the worst movie ever made with cursing and pointless nudity. All in all Totally not worth the dollar it took me to rent it.",negative
"Highly flawed but just about watchable `comedy' that runs like a Farrelly brothers reject. The most criminal thing about it though is the casting. I couldn't for one minute believe Jerry O Connell and Jake Busey in the role of superstuds, who could pull any woman at the drop of a hat, nor could I believe (the very beautiful) Shannon Elizabeth as a streetwise tough cop!. Story is predictable but does manage to raise a titter on a few occasions, although, the `gross out', meant to be `shock comic' scenes, (one involving an amputated testicle, and another set in a sperm bank) are just plain awful. If this film is on TV then its probably worth watching if you are extremely bored, but please don't waste your money renting it!!",negative
"This may just be the worst movie ever produced. Worst plot, worst acting, worst special effects...be prepared if you want to watch this. The only way to get enjoyment out of it is to light a match and burn the tape of it, knowing it will never fall into the hands of any sane person again.",negative
"Wow! An amazing, lost piece of Australiana AND a lost 70s glam-rock film rolled into one. This film warrants viewing simply to see what can be done with next to no budget but a lot of enthusiasm. As a retelling of the Oz story, the film borders on becoming too obvious but it is saved by it's eccentricities. The chance for a glimpse at how glam rock manifested in Australia will delight fans of the genre. This film used to be double featured with the Rocky Horror Picture Show, an indicator of the type of film that Oz is. While not as frivolous or well constructed as RHPS it's hard not to have fun with Oz.<br /><br />Surprisingly, Oz has aged well- perhaps a by-product of how determinedly set in the real Australia of 1976 it is. The passage of history shows that many of the ideas being explored would eventually enter the mainstream. The willingness of the film to give prominence to gay characters is notable, especially as it dates to the 'revolution' period for the Australian gay rights push.<br /><br />The performances range from flinchingly amateur to finely nuanced brilliance. The direction is lacking in subtlety and much of the dialogue may have benefited from an extra draft or two. Somehow, these flaws add to the appeal of the film which is mercifully unpretentious. Much like Australia in the 1970s this film has a certain naive charm.<br /><br />There are several connections to the original Australian stagings of the Rocky Horror Show which will keep obsessives on their toes.<br /><br />Oz is most certainly a minor classic and a potential cult favourite worthy of review. Laugh at the atrocious 70s fashion, swing along with the AusRock soundtrack, leave ANY expectations at the door and Oz is likely to delight.",positive
"This movie is... horrible and wonderful at the same time. I first saw it when I was about 13 or 14 years old, so it has a great deal of nostalgic value for me. In this movie, Cesar Romero actually plays the character of Octavio, the man who ""discovered"" Santana. There are also two other actors, Monte Markham (plays Sam, who is trying to save his daughter) and Peter Mark Richman (plays the priest), who have large filmographies, and these are the only performances that are okay. The rest of the acting and the movie itself have all of the B-film qualities that some of us cherish.<br /><br />I recently spent 2 years trying to acquire a copy of this movie, and it is almost nonexistent. I am assuming that it was discontinued very shortly after its release. But I did eventually find a copy and paid a pretty penny to acquire it. If you happen to come upon Judgement Day in a video store (unmistakeable with a cheesy green ""satan"" on the cover), count yourself among the blessed who live near one of the few video stores that still has a working copy. A must see for those of you who like to laugh at cheesy attempts at a scary movie.",negative
